213835	Saddler	n	ജീനികള്‍ നിര്‍മ്മിക്കുകയും കേടുപോക്കുകയും ചെയ്യുന്ന ആള്‍
165304	Saddlery	n	ജീനികള്‍, കടിഞ്ഞാണ്‍ തുടങ്ങിയ ഉപകരണങ്ങള്‍
165305	Saddlery	n	ജീനികളും കടിഞ്ഞാണും ഉണ്ടാക്കുന്ന കല
213836	Saddlery	n	ജീനികള്‍
213837	Saddlery	n	കടിഞ്ഞാണ്‍ തുടങ്ങിയ ഉപകരണങ്ങള്‍
217908	Sadducees	n	സദൂക്യർ
61447	Sadism	-	ക്രൂരത പ്രധാന സവിശേഷതയായ ലൈംഗികവൈകൃതം
61448	Sadism	-	ക്രൂരതയില്‍ ആനന്ദം അനുഭവിക്കുന്ന വാസനാവൈകൃതം
61449	Sadism	n	ക്രൂരത ദര്‍ശിക്കുന്നതില്‍ നിന്നുള്ള സുഖം
165716	Sadism	n	ക്രൂരത മുഖ്യസവിശേഷതയായ ലൈംഗിക വൈകൃതം
165717	Sadism	n	മറ്റുള്ളവരെ മനപൂര്‍വ്വം വേദനിപ്പിക്കല്‍
61450	Sadist	n	ക്രൂരതയില്‍ ആനന്ദം അനുഭവിക്കുന്നവന്‍
61451	Sadistic	a	ക്രൂരതയില്‍ ആനന്ദം അനുഭവിക്കുന്നതായ
61401	Sadly	adv	ദുഃഖത്തോടെ
61402	Sadly	a	സങ്കടകരമായി
61403	Sadly	a	ശോചനീയമായി
61404	Sadly	a	ദുഃഖമൂകമായി
164601	Sadly	adv	ദുര്‍ഭാഗ്യകരമായി
164602	Sadly	a	ദുഃഖകരമായി
194263	Sadly	adv	വ്യസനിച്ച്
194264	Sadly	adv	സങ്കടത്തോടെ
194265	Sadly	adv	ദുഃഖത്തോടെ
61410	Sadness	n	അല്ലല്‍
61411	Sadness	n	കഷ്‌ടം
61412	Sadness	n	ഖേദം
61413	Sadness	-	ഉത്‌ക്കണ്‌ഠ
61414	Sadness	n	ദുഃഖം
164820	Sadness	n	ശോകം
164821	Sadness	-	വിഷാദം
174717	Sadness	-	ദുഃഖം
174718	Sadness	n	സങ്കടം
194266	Sadness	-	ഉല്‍ക്കണ്ഠ
194267	Sadness	-	ഗ്ലാനി
61452	Sado-masochism	-	സാഡിസവും മാസോക്കിസവും
61453	Sado-masochism	n	ക്രൂരതയും ആത്മനികൃഷ്‌ടീകരണവും ചേര്‍ന്ന മാനസികാവസ്ഥ
165512	Sadomasochism	n	ഒരാളില്‍ തന്നെ അന്യരെ പീഡിപ്പിക്കുന്നതിലും സ്വയം പീഡനം അനുഭവിക്കുന്നതിലും ആനന്ദം കണ്ടെത്തുന്ന വൈകൃതം
201388	Sadomasochist	n	മറ്റൊരാളുടെ വേദനയിൽ തൃപ്തിപ്പെടുന്നയാൾ
115688	Sadt	n	സ്‌ട്രക്‌ചറല്‍ അനാലിസിസ്‌ ആന്‍ഡ്‌ ഡിസൈന്‍ ടെക്‌നിക്‌
110461	Saf flower	-	കുയുമ്പപ്പൂ
61454	Safari	-	വേട്ടയ്‌ക്കുള്ള യാത്ര
165723	Safari	-	വേട്ടയാടല്‍
165724	Safari	-	നായാട്ട്‌
61455	Safe	a	ഉറപ്പുള്ള
61456	Safe	a	ഭയപ്പെടേണ്ടതില്ലാത്ത
61457	Safe	a	നിശ്ചയമായ
61458	Safe	a	കാത്തുസൂക്ഷിക്കപ്പെടുന്ന
61459	Safe	a	സൂക്ഷമമുള്ള
61460	Safe	a	അപായരഹിതമായ
61461	Safe	a	സുരക്ഷിതമായ
61462	Safe	a	വിഘ്‌നം വരാത്ത
61463	Safe	a	ആപത്തുതട്ടാത്ത
61464	Safe	a	ഭത്രമായ
61465	Safe	a	നിരപായമായ
61466	Safe	a	ചതിക്കാത്ത
61467	Safe	a	വിശ്വസ്‌തനായ
61468	Safe	a	അബദ്ധത്തില്‍ ചാടാത്ത
61469	Safe	n	ഭദ്രസ്ഥലം
61470	Safe	a	അസാഹസികമായ
165766	Safe	a	വിശ്വസനീയമായ
194268	Safe	-	സുരക്ഷിതം
194269	Safe	-	ഭദ്രമായ
194270	Safe	n	വിശ്വസിക്കാവുന്നഭദ്രസ്ഥലം
194271	Safe	-	ഇരുന്പുപണപ്പെട്ടി
194272	Safe	n	കബോര്‍ഡ്
194273	Safe	-	ശീതകാരി
72524	Safe and sound	a	തികച്ചും ഭദ്രമായി
72525	Safe and sound	a	സുരക്ഷിതമായ
60863	Safe bet	n	വിജയം തീര്‍ച്ചയായ പന്തയം
60856	Safe critic	n	ആരെയും വേദനിപ്പിക്കാത്ത വിമര്‍ശകന്‍
60858	Safe deposit	n	ഭദ്രനിക്ഷേപം
60857	Safe methods	n	സുരക്ഷിതോപായങ്ങള്‍
115192	Safe mode	n	പ്രോഗ്രാമിലെ തകരാറുമൂലം മൈക്രാസോഫ്‌ട്‌ വിന്‍ഡോസ്‌ പ്രവര്‍ത്തിപ്പിക്കാന്‍ പറ്റാതെ വരുമ്പോള്‍ അത്ര വലുതല്ലാത്ത പ്രവര്‍ത്തനശേഷിയോടുകൂടി വിന്‍ഡോസ്‌ പ്രവര്‍ത്തിപ്പിക്കാന്‍ കമ്പ്യൂട്ടര്‍ അനുവദിക്കുന്ന അവസ്ഥ
60859	Safe period	n	ഗര്‍ഭോല്‍പാദനസാദ്ധ്യത ഇല്ലാത്ത ദിവസങ്ങള്‍
200262	Safe period time	n	ഗര്‍ഭോല്‍പാദനസാദ്ധ്യത ഇല്ലാത്ത ദിവസങ്ങള്‍
60864	Safe seat	n	തിരഞ്ഞെടുപ്പില്‍ നിഷ്‌പ്രയാസം ജയിക്കാവുന്ന നിയോജകമണ്‌ഡലം
61471	Safe-conduct	n	അഭയപത്രം
165783	Safe-conduct	n	സുരക്ഷായാത്ര ഉറപ്പുവരുത്തുന്ന രേഖകള്‍
61472	Safe-keeping	n	രക്ഷണം
61473	Safe-keeping	n	നിക്ഷേപം
61474	Safe-keeping	n	പരിപാലനം
122763	Safe-keeping	n	സംരക്ഷണം
213838	Safe-keeping	n	കരുതലും സംരക്ഷണവും
213839	Safe-keeping	n	സുരക്ഷിതമായ സൂക്ഷിപ്പ്
120714	Safeguard	n	സുരക്ഷാസംവിധാനം
165797	Safeguard	n	രക്ഷോപായം
165798	Safeguard	n	അപായമില്ലാതെ കാത്തുസൂക്ഷിക്കുന്ന വസ്‌തു അഥവാ വ്യക്തി
165833	Safeguard	v	സംരക്ഷിക്കുക
165834	Safeguard	v	സുരക്ഷ ഉറപ്പുവരുത്തുക
194274	Safeguard	-	രക്ഷ
194275	Safeguard	-	രക്ഷാവ്യവസ്ഥ
194276	Safeguard	v	രക്ഷിസംഘംസുരക്ഷിതത്വപത്രം
213840	Safeguard	n	രക്ഷോപായം
213841	Safeguard	n	അപായമില്ലാതെ കാത്തുസൂക്ഷിക്കുന്ന വസ്തു അഥവാ വ്യക്തി
165835	Safekeeping	n	കരുതലും സംരക്ഷണവും
165836	Safekeeping	n	സുരക്ഷിതമായ സൂക്ഷിപ്പ്‌
220663	Safely	adv	ഭദ്രമായി
61502	Safely	adv	സുരക്ഷിതമായി
61503	Safely	adv	നിര്‍ഭയമായി
165861	Safely	adv	നിശ്ചയമായി
60865	Safety	n	ക്ഷേമം
60866	Safety	n	ഭദ്രത
60867	Safety	n	സുരക്ഷിതത്വം
60868	Safety	n	ഉറപ്പ്‌
122764	Safety	n	അപായകരമല്ലാത്ത അവസ്ഥ
122765	Safety	n	സുരക്ഷിതസൂക്ഷിപ്പ്
60876	Safety factor	-	പ്രതീക്ഷിത പീഡനത്തെ താങ്ങാന്‍ പദാര്‍ത്ഥത്തിനുള്ള കഴിവിന്റെ അനുപാതം
60870	Safety fuse	-	വൈദ്യുത പരിവാരത്തില്‍ സുരക്ഷിതത്വത്തിനായി ഇണക്കിവയ്‌ക്കുന്ന ഫ്യൂസ്‌
202766	Safety measures	v	രക്ഷാ മാർഗ്ഗങ്ങൾ
60877	Safety razor	n	തൊലി മുറിയാതിരിക്കാനുള്ള രക്ഷണത്തോടുകൂടിയ റേസര്‍
60869	Safety-belt	-	പൊങ്ങത്തിപ്പട്ട
60871	Safety-lamp	n	ദീപം
60872	Safety-match	n	നിരപായത്തീപ്പെട്ടി
60873	Safety-match	n	നിരപായത്തീപ്പെട്ടിക്കോല്‍
60875	Safety-pin	n	ഭദ്രസൂചി
122766	Safety-pin	n	സുരക്ഷിതപിന്‍
60878	Safety-valve	n	രക്ഷാകവാടം
60879	Safety-valve	n	മര്‍ദ്ദം അധികമാവുമ്പോള്‍ തുറക്കുന്ന വാല്‍വ്‌
61505	Safflower	n	കുസുംഭപുഷ്‌പം
61506	Safflower	n	കുസുംഭപുഷ്‌പദളം
61507	Safflower	n	കുയുമ്പപ്പൂവ്‌
61508	Saffron	n	കുങ്കുമപ്പൂ
61509	Saffron	n	കടുത്ത മഞ്ഞച്ചായം
61510	Saffron	n	കുസുംഭപുഷ്‌പദളം
61511	Saffron	n	മഞ്ഞള്‍
61512	Saffron	n	കടുത്ത മഞ്ഞ ച്ചായം
165883	Saffron	a	കാവിനിറമുള്ള
107000	Saffron flower	n	കുങ്കുമപ്പൂവ്‌
111896	Saffron tree	-	മരവം
